setor;cnae_classe;situacao_cadastral;natureza_juridica;grande_empresa;obrigacoes_acessorias;obrigacao_principal;atuacao_fiscal;analise_comparativa;consistencia;comercio_exterior;conformidade;impacto
06003 - Pecuaria, carnes, leites e derivados;64620;Ativa;Entidades empresariais;Sim;0,7013;0,8105;0,9982;0,6667;0,8968;0,7381;0,8564;Muito Alto
06004 - Alimentos Processados;10619;Ativa;Entidades empresariais;Sim;0,8748;0,8400;0,9453;0,4444;0,5714;0,9286;0,7617;Baixo
08001 - Automoveis;64620;Ativa;Entidades empresariais;Sim;0,6792;0,7215;0,9178;0,6667;0,6265;0,8609;0,7522;Muito Alto
10003 - Bens de Capital;28623;Ativa;Entidades empresariais;Sim;0,8816;0,8736;0,8954;0,4444;0,9245;0,8256;0,8481;Baixo
06001 - Producao e comercio agricola;01610;Ativa;Entidades empresariais;Sim;0,8128;0,7880;0,9566;0,4444;0,6505;0,7647;0,7597;Muito Alto
10002 - Bens de Capital - Comercio e Servicos;46613;Ativa;Entidades empresariais;Sim;0,8785;0,9741;1,0000;0,6667;0,6466;1;0,8454;Moderado
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,9580;0,9900;1,0000;0,6469;0,9855;1;0,9549;Moderado
11007 - Igrejas e Associacoes;94308;Ativa;Entidades sem fins lucrativos;Sim;0,5392;1,0000;1,0000;0,1111;0,4286;1;0,6936;Baixo
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;1,0000;1,0000;1,0000;0,5777;0,9784;1;0,9513;Muito Baixo
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,9958;0,9927;1,0000;0,5121;0,9751;1;0,9424;Muito Baixo
06001 - Producao e comercio agricola;10619;Ativa;Entidades empresariais;Sim;0,9470;0,9980;1,0000;0,4726;0,8375;1;0,893;Baixo
10000 - Industria em Geral;47547;Ativa;Entidades empresariais;Sim;0,8939;0,9715;0,9463;0,4444;0,9512;0,8297;0,8837;Muito Alto
07004 - Calcados;15319;Ativa;Entidades empresariais;Sim;0,9706;0,8506;0,9900;0,4444;0,5755;0,7886;0,7723;Baixo
10002 - Bens de Capital - Comercio e Servicos;46613;Ativa;Entidades empresariais;Sim;0,8662;0,9795;1,0000;0,6667;0,8833;1;0,9158;Baixo
06003 - Pecuaria, carnes, leites e derivados;10121;Ativa;Entidades empresariais;Sim;0,9095;0,7564;0,9646;0,4444;0,8221;0,8006;0,8229;Muito Alto
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,7897;0,9165;1,0000;0,4444;0,7803;1;0,8475;Baixo
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,8651;0,9637;1,0000;0,4444;0,6553;1;0,8232;Baixo
04001 - Tecnologia (Software e Comercio);63119;Ativa;Entidades empresariais;Sim;0,9861;0,9948;1,0000;0,4444;0,842;1;0,895;Muito Baixo
06004 - Alimentos Processados;10937;Ativa;Entidades empresariais;Sim;0,9395;0,9923;1,0000;0,4444;0,8727;0,8881;0,8881;Moderado
10003 - Bens de Capital;28135;Ativa;Entidades empresariais;Sim;0,9347;0,6861;0,9600;0,4444;0,7626;0,8595;0,8038;Baixo
05004 - Fabricacao e comercio de prod. de metal;25314;Ativa;Entidades empresariais;Sim;0,9701;0,9609;0,8943;0,6667;0,6841;0,7818;0,8128;Moderado
06004 - Alimentos Processados;10660;Ativa;Entidades empresariais;Sim;0,8423;0,9251;0,9752;0,4444;0,9476;0,9331;0,8903;Alto
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,8816;0,9049;1,0000;0,4444;0,6691;1;0,8219;Baixo
10004 - Papel e Celulose;17109;Ativa;Entidades empresariais;Sim;0,6635;0,7418;0,8929;0,6311;0,7273;0,821;0,7688;Muito Alto
10003 - Bens de Capital;28330;Ativa;Entidades empresariais;Sim;0,7740;0,8331;1,0000;0,4444;0,7122;0,693;0,7848;Alto
10003 - Bens de Capital;28330;Ativa;Entidades empresariais;Sim;0,7024;0,8765;0,9448;0,6667;0,8788;0,7705;0,8473;Muito Alto
06001 - Producao e comercio agricola;46231;Ativa;Entidades empresariais;Sim;0,8514;0,9956;0,8000;0,4444;0,9939;1;0,8712;Muito Alto
06001 - Producao e comercio agricola;46320;Ativa;Entidades empresariais;Sim;0,9432;0,9954;0,8967;0,4444;0,9654;0,7808;0,877;Moderado
10000 - Industria em Geral;32914;Ativa;Entidades empresariais;Sim;0,8770;0,9277;0,9595;0,5556;0,9929;0,8604;0,9072;Alto
03004 - Construcao - Obras de Infra-estrutura;42120;Ativa;Entidades empresariais;Sim;0,7179;0,5311;0,7567;0,4444;0,544;0,9286;0,6479;Alto
10000 - Industria em Geral;32914;Ativa;Entidades empresariais;Sim;0,7970;0,9309;0,9663;0,5410;0,9871;0,7217;0,8844;Alto
02004 - Fabricacao de Borracha;22293;Ativa;Entidades empresariais;Sim;0,8914;0,9601;0,9657;0,4444;0,9759;0,8207;0,894;Moderado
05004 - Fabricacao e comercio de prod. de metal;25926;Ativa;Entidades empresariais;Sim;0,9234;0,9792;1,0000;0,6667;0,7069;0,8451;0,8531;Baixo
06003 - Pecuaria, carnes, leites e derivados;10121;Ativa;Entidades empresariais;Sim;0,8981;0,7786;0,8000;0,5556;0,8571;0,7518;0,7951;Muito Alto
10003 - Bens de Capital;47890;Ativa;Entidades empresariais;Sim;0,9613;1,0000;1,0000;0,4444;0,6355;1;0,8312;Baixo
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,8865;0,9245;0,9900;0,6404;0,9586;1;0,9284;Alto
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,9801;0,8900;0,9500;0,4444;0,8852;1;0,8808;Moderado
02003 - Combustivel;46818;Ativa;Entidades empresariais;Sim;0,9382;0,9119;0,9933;0,4492;0,9031;1;0,8972;Alto
06001 - Producao e comercio agricola;47890;Ativa;Entidades empresariais;Sim;0,8807;0,8411;1,0000;0,4444;0,6409;1;0,8057;Moderado
06001 - Producao e comercio agricola;68102;Ativa;Entidades empresariais;Sim;0,9760;0,8883;1,0000;0,4444;0,9347;0,8571;0,8948;Muito Baixo
07002 - Varejistas;47539;Ativa;Entidades empresariais;Sim;0,9811;0,9746;0,9933;0,4444;0,9625;1;0,9264;Muito Alto
07004 - Calcados;15335;Ativa;Entidades empresariais;Sim;0,8736;0,9546;0,9629;0,5556;0,8591;0,8204;0,8669;Muito Alto
07001 - Supermercados;64620;Ativa;Entidades empresariais;Sim;0,7253;1,0000;1,0000;0,1111;0,7143;1;0,7979;Alto
07001 - Supermercados;46397;Ativa;Entidades empresariais;Sim;0,9595;0,9990;0,9567;0,6667;0,6758;0,9051;0,8436;Moderado
06000 - Bebidas - Alcoolicas;11119;Ativa;Entidades empresariais;Sim;1,0000;0,9998;0,9533;0,6449;0,992;0,8083;0,9298;Moderado
05004 - Fabricacao e comercio de prod. de metal;25438;Ativa;Entidades empresariais;Sim;0,9190;0,9915;0,9950;0,6667;0,9546;0,8562;0,9282;Alto
05004 - Fabricacao e comercio de prod. de metal;25411;Ativa;Entidades empresariais;Sim;0,9686;0,9642;0,9811;0,6149;0,9502;0,83;0,9168;Muito Alto
10002 - Bens de Capital - Comercio e Servicos;46613;Ativa;Entidades empresariais;Sim;0,9813;0,9715;1,0000;0,6667;0,9244;1;0,9387;Alto
06001 - Producao e comercio agricola;46320;Ativa;Entidades empresariais;Sim;0,9982;0,7896;0,8033;0,6667;0,6429;1;0,779;Moderado
07001 - Supermercados;46915;Ativa;Entidades empresariais;Sim;0,9436;0,8081;0,9833;0,4444;0,4986;0,7857;0,7392;Baixo
02001 - Quimicos - Fabricacao;20991;Ativa;Entidades empresariais;Sim;0,9659;0,9004;1,0000;0,6667;0,9367;0,8957;0,9219;Alto
06001 - Producao e comercio agricola;46320;Ativa;Entidades empresariais;Sim;0,9603;0,9965;1,0000;0,4444;0,6164;1;0,825;Baixo
03005 - Construcao - Servicos;43193;Ativa;Entidades empresariais;Sim;0,9987;0,9464;0,8077;0,4606;0,9797;0,8435;0,8639;Alto
04002 - Eletroeletronicos;26108;Ativa;Entidades empresariais;Sim;0,9557;0,9416;0,7663;0,4444;0,8905;0,8014;0,8149;Alto
07004 - Calcados;15319;Ativa;Entidades empresariais;Sim;0,9655;0,7683;0,8878;0,4444;0,8269;0,7238;0,8022;Baixo
03005 - Construcao - Servicos;28224;Ativa;Entidades empresariais;Sim;0,7290;0,9659;0,9116;0,6533;0,6347;0,8099;0,7808;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;64221;Ativa;Entidades empresariais;Sim;0,8425;0,9702;0,8585;0,6667;0,7925;0,8859;0,8341;Muito Alto
07004 - Calcados;15319;Ativa;Entidades empresariais;Sim;0,8431;0,7558;0,8634;0,5556;0,5725;0,7775;0,7218;Baixo
08000 - Transporte Terrestre e Logistica;49213;Ativa;Entidades empresariais;Sim;0,8532;0,9262;1,0000;0,4444;0,5832;1;0,7959;Muito Baixo
06001 - Producao e comercio agricola;64620;Ativa;Entidades empresariais;Sim;1,0000;0,9511;1,0000;0,6667;0,9779;1;0,9542;Baixo
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,7627;0,9781;0,9900;0,6667;0,9063;1;0,9094;Alto
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,9453;0,9999;1,0000;0,6364;0,9899;1;0,9551;Moderado
06001 - Producao e comercio agricola;46222;Ativa;Entidades empresariais;Sim;0,9450;0,9830;1,0000;0,5425;0,9898;1;0,9437;Muito Alto
06004 - Alimentos Processados;46371;Ativa;Entidades empresariais;Sim;0,9753;0,9455;1,0000;0,6667;0,8813;1;0,9221;Alto
01000 - Instituicoes Financeiras e de Seguros;64310;Ativa;Entidades empresariais;Sim;0,9208;1,0000;1,0000;0,4444;0,8255;1;0,8842;Moderado
05001 - Metalurgia e Siderurgia;46851;Ativa;Entidades empresariais;Sim;0,9503;0,7529;0,9800;0,6667;0,9107;1;0,8997;Moderado
02006 - Defensivos agricolas, adubos e fertilizantes;20134;Ativa;Entidades empresariais;Sim;0,8429;0,7045;0,9589;0,6667;0,6131;0,8107;0,769;Muito Alto
08001 - Automoveis;29492;Ativa;Entidades empresariais;Sim;0,7270;0,9545;0,9341;0,5692;0,8673;0,782;0,8441;Alto
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,9447;0,9999;1,0000;0,5750;0,9353;1;0,9325;Alto
08000 - Transporte Terrestre e Logistica;49124;Ativa;Entidades empresariais;Sim;0,8379;0,9227;1,0000;0,6667;0,6155;1;0,8258;Muito Alto
06001 - Producao e comercio agricola;46222;Ativa;Entidades empresariais;Sim;0,9699;0,9802;1,0000;0,6651;0,9239;0,778;0,9161;Alto
06001 - Producao e comercio agricola;46320;Ativa;Entidades empresariais;Sim;0,7891;0,9343;1,0000;0,4444;0,8824;0,9286;0,873;Muito Alto
04001 - Tecnologia (Software e Comercio);63194;Ativa;Entidades empresariais;Sim;0,8904;1,0000;0,9667;0,4623;0,9367;1;0,907;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;64930;Ativa;Entidades empresariais;Sim;0,9498;1,0000;1,0000;0,6557;0,9893;1;0,9573;Moderado
06004 - Alimentos Processados;10937;Ativa;Entidades empresariais;Sim;0,8739;0,9770;0,9183;0,5352;0,9667;0,8335;0,8886;Baixo
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,7237;0,8435;0,9900;0,6667;0,89;0,9065;0,8751;Alto
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,9423;0,8912;0,7716;0,6667;0,6706;1;0,7851;Alto
07004 - Calcados;15106;Ativa;Entidades empresariais;Sim;0,9597;0,7124;0,8400;0,4444;0,8012;0,8855;0,79;Alto
02001 - Quimicos - Fabricacao;20291;Ativa;Entidades empresariais;Sim;0,9384;0,7293;0,7328;0,6667;0,6949;0,7361;0,7353;Alto
06003 - Pecuaria, carnes, leites e derivados;10121;Ativa;Entidades empresariais;Sim;0,9966;0,7143;1,0000;0,4444;0,5685;1;0,7804;Baixo
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,7847;0,7698;0,8833;0,6667;0,9435;0,7519;0,8431;Moderado
02004 - Fabricacao de Borracha;22293;Ativa;Entidades empresariais;Sim;0,9825;0,9999;0,9515;0,6667;0,7056;0,8087;0,8439;Baixo
05004 - Fabricacao e comercio de prod. de metal;64620;Ativa;Entidades empresariais;Sim;0,9799;0,7776;1,0000;0,4444;0,6978;1;0,8251;Moderado
06004 - Alimentos Processados;10414;Ativa;Entidades empresariais;Sim;0,9571;0,8305;0,9618;0,4444;0,5906;0,7849;0,7648;Alto
06001 - Producao e comercio agricola;46222;Ativa;Entidades empresariais;Sim;0,7349;0,7884;0,8317;0,5556;0,7487;0,9744;0,7786;Alto
10003 - Bens de Capital;28330;Ativa;Entidades empresariais;Sim;0,9850;0,8786;0,9833;0,4444;0,9292;0,8143;0,8839;Moderado
10003 - Bens de Capital;28330;Ativa;Entidades empresariais;Sim;0,8679;0,9048;0,9996;0,6437;0,9318;0,8085;0,9;Muito Alto
06001 - Producao e comercio agricola;46222;Ativa;Entidades empresariais;Sim;0,9103;0,9973;0,7388;0,5556;0,7806;1;0,8073;Muito Alto
06001 - Producao e comercio agricola;01334;Ativa;Entidades empresariais;Sim;0,8924;0,6172;0,9796;0,6667;0,8875;0,9499;0,8655;Alto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,8378;0,9748;0,9000;0,4444;0,9189;1;0,8729;Moderado
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,8908;0,9917;0,9933;0,6243;0,9944;1;0,947;Alto
06003 - Pecuaria, carnes, leites e derivados;10520;Ativa;Entidades empresariais;Sim;0,8519;0,7291;0,9997;0,5853;0,9054;1;0,8827;Alto
02001 - Quimicos - Fabricacao;20711;Ativa;Entidades empresariais;Sim;0,9575;0,8278;0,9797;0,6667;0,7498;0,8091;0,8419;Moderado
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9790;0,9435;0,9933;0,5706;0,9073;1;0,9185;Alto
09001 - Educacao;85325;Ativa;Entidades sem fins lucrativos;Sim;0,7178;1,0000;1,0000;0,5556;0,6151;0,8091;0,7928;Moderado
10002 - Bens de Capital - Comercio e Servicos;33121;Ativa;Entidades empresariais;Sim;1,0000;0,9040;0,9522;0,4444;0,5922;0,819;0,7791;Moderado
06004 - Alimentos Processados;10643;Ativa;Entidades empresariais;Sim;0,9206;0,6690;0,9997;0,5556;0,5899;0,8553;0,7703;Baixo
02006 - Defensivos agricolas, adubos e fertilizantes;02101;Ativa;Entidades empresariais;Sim;0,9781;0,7480;0,9726;0,4444;0,6751;0,7827;0,7851;Alto
05004 - Fabricacao e comercio de prod. de metal;64620;Ativa;Entidades empresariais;Sim;0,9224;0,6984;0,8810;0,1111;0,9184;1;0,8094;Alto
06004 - Alimentos Processados;10694;Ativa;Entidades empresariais;Sim;0,9757;0,7774;0,9995;0,4444;0,8934;0,8102;0,8642;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;64221;Ativa;Entidades empresariais;Sim;0,9656;0,9282;1,0000;0,4682;0,9708;1;0,926;Muito Alto
06001 - Producao e comercio agricola;46222;Ativa;Entidades empresariais;Sim;0,9513;0,9998;1,0000;0,6667;0,9226;1;0,9386;Muito Alto
07002 - Varejistas;47814;Ativa;Entidades empresariais;Sim;0,9224;0,9225;0,9634;0,4444;0,7642;1;0,8464;Alto
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,8877;0,9325;0,7854;0,5666;0,8729;0,8782;0,8269;Muito Alto
09000 - Saude;86101;Ativa;Entidades sem fins lucrativos;Sim;0,8027;0,9477;1,0000;0,5209;0,6851;0,8092;0,8125;Alto
09001 - Educacao;85325;Ativa;Entidades sem fins lucrativos;Sim;0,8087;0,9883;1,0000;0,4444;0,6952;0,9009;0,8226;Moderado
05004 - Fabricacao e comercio de prod. de metal;25934;Ativa;Entidades empresariais;Sim;0,8310;0,9580;0,8059;0,4444;0,8431;0,8599;0,8071;Moderado
04002 - Eletroeletronicos;26221;Ativa;Entidades empresariais;Sim;0,9141;0,8006;0,9828;0,4444;0,7959;0,8229;0,8282;Moderado
07001 - Supermercados;46915;Ativa;Entidades empresariais;Sim;0,8726;0,8292;0,9000;0,5556;0,596;1;0,7731;Alto
10001 - Textil;13545;Ativa;Entidades empresariais;Sim;0,9756;0,9413;0,8667;0,5556;0,6041;1;0,79;Baixo
06004 - Alimentos Processados;10619;Ativa;Entidades empresariais;Sim;0,9331;0,9760;0,9933;0,5556;0,5576;0,8075;0,7921;Baixo
05001 - Metalurgia e Siderurgia;46851;Ativa;Entidades empresariais;Sim;0,7884;0,9524;0,9159;0,5556;0,9744;0,8461;0,8821;Moderado
01000 - Instituicoes Financeiras e de Seguros;64361;Ativa;Entidades empresariais;Sim;0,8379;0,9978;0,9900;0,6667;0,9204;1;0,9235;Muito Alto
04001 - Tecnologia (Software e Comercio);62031;Ativa;Entidades empresariais;Sim;0,9656;0,9560;1,0000;0,6667;0,676;1;0,8608;Baixo
09001 - Educacao;85325;Ativa;Entidades sem fins lucrativos;Sim;0,6729;0,8565;1,0000;0,2222;0,6905;1;0,7794;Baixo
02002 - Farmacos;21211;Ativa;Entidades empresariais;Sim;0,9888;0,9738;0,7849;0,6667;0,958;0,8547;0,875;Baixo
04001 - Tecnologia (Software e Comercio);62023;Ativa;Entidades empresariais;Sim;0,9288;1,0000;1,0000;0,4444;0,9871;1;0,9335;Baixo
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,9448;1,0000;1,0000;0,4545;0,981;1;0,9342;Baixo
09003 - Farmaceutico e Produtos Hospitalares;46443;Ativa;Entidades empresariais;Sim;0,9153;0,9999;1,0000;0,6189;0,6892;0,8886;0,849;Moderado
07000 - Comercio em Geral;46893;Ativa;Entidades empresariais;Sim;0,9811;0,9988;1,0000;0,6667;0,7024;0,8252;0,8579;Alto
10003 - Bens de Capital;28330;Ativa;Entidades empresariais;Sim;0,9098;0,9314;0,9900;0,6667;0,7274;0,8232;0,8472;Moderado
11002 - Meios de Pagamento, Ticket Alimentacao, Programa de Fidelidade;82997;Ativa;Entidades empresariais;Sim;0,9433;0,8751;0,8000;0,4483;0,5365;1;0,7291;Muito Baixo
07001 - Supermercados;46915;Ativa;Entidades empresariais;Sim;0,9769;0,9199;1,0000;0,5205;0,6791;1;0,8439;Moderado
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,7420;0,8465;1,0000;0,6667;0,6752;1;0,825;Moderado
07002 - Varejistas;47571;Ativa;Entidades empresariais;Sim;0,7154;0,6185;0,8994;0,4444;0,5753;0,7871;0,6933;Muito Alto
10004 - Papel e Celulose;02306;Ativa;Entidades empresariais;Sim;0,9923;0,9869;1,0000;0,6667;0,6548;1;0,8608;Muito Baixo
02006 - Defensivos agricolas, adubos e fertilizantes;20134;Ativa;Entidades empresariais;Sim;0,7568;0,7008;0,8184;0,6667;0,8386;0,7671;0,7839;Muito Alto
05001 - Metalurgia e Siderurgia;24491;Ativa;Entidades empresariais;Sim;0,9704;0,7626;1,0000;0,5359;0,6166;0,8423;0,7914;Baixo
01000 - Instituicoes Financeiras e de Seguros;65111;Ativa;Entidades empresariais;Sim;0,8809;0,9929;1,0000;0,4444;0,9806;1;0,9259;Muito Alto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9374;0,9429;1,0000;0,5556;0,9264;1;0,9204;Alto
03006 - Construcao - Comercio;47440;Ativa;Entidades empresariais;Sim;0,8244;0,9751;0,9667;0,6667;0,9353;0,8919;0,9066;Alto
02002 - Farmacos;47717;Ativa;Entidades empresariais;Sim;0,7419;0,8598;0,9733;0,4444;0,4603;1;0,7324;Muito Alto
08000 - Transporte Terrestre e Logistica;49221;Ativa;Entidades empresariais;Sim;0,8423;0,9521;1,0000;0,4444;0,4351;1;0,7535;Baixo
08000 - Transporte Terrestre e Logistica;49213;Ativa;Entidades empresariais;Sim;0,9993;0,9999;1,0000;0,4444;0,677;1;0,8475;Muito Baixo
10003 - Bens de Capital;28542;Ativa;Entidades empresariais;Sim;0,8798;0,9426;0,8939;0,4444;0,8877;0,7212;0,8343;Baixo
01000 - Instituicoes Financeiras e de Seguros;65120;Ativa;Entidades empresariais;Sim;0,9326;0,9687;0,9933;0,6204;0,9466;1;0,9336;Muito Alto
09000 - Saude;86101;Ativa;Entidades sem fins lucrativos;Sim;0,5789;0,9993;1,0000;0,4830;0,6357;0,7502;0,7718;Alto
05004 - Fabricacao e comercio de prod. de metal;25918;Ativa;Entidades empresariais;Sim;0,9961;0,9603;0,8892;0,6667;0,433;0,8016;0,7406;Moderado
05001 - Metalurgia e Siderurgia;64638;Ativa;Entidades empresariais;Sim;0,9765;0,7104;0,9867;0,4444;0,9119;1;0,8772;Alto
01000 - Instituicoes Financeiras e de Seguros;64930;Ativa;Entidades empresariais;Sim;0,9878;0,9999;1,0000;0,6310;0,9571;1;0,949;Baixo
05001 - Metalurgia e Siderurgia;24245;Ativa;Entidades empresariais;Sim;0,9055;0,7182;1,0000;0,5556;0,843;0,7696;0,8422;Alto
01000 - Instituicoes Financeiras e de Seguros;65201;Ativa;Entidades empresariais;Sim;0,8804;1,0000;0,9867;0,6414;0,885;1;0,914;Muito Alto
07003 - Cosmetico e Perfumaria;20631;Ativa;Entidades empresariais;Sim;0,9140;0,7919;0,7667;0,6667;0,6827;0,7901;0,7516;Muito Baixo
01000 - Instituicoes Financeiras e de Seguros;64221;Ativa;Entidades empresariais;Sim;0,9500;0,9719;0,9310;0,4444;0,9824;0,7857;0,89;Muito Alto
09001 - Educacao;85503;Ativa;Entidades sem fins lucrativos;Sim;0,7688;1,0000;0,8000;0,6667;0,6769;1;0,7906;Baixo
03000 - Eletricidade;35115;Ativa;Entidades empresariais;Sim;0,7947;0,9611;1,0000;0,6667;0,9063;1;0,9134;Muito Alto
08000 - Transporte Terrestre e Logistica;52117;Ativa;Entidades empresariais;Sim;0,9678;1,0000;1,0000;0,6667;0,6292;0,7619;0,8284;Muito Baixo
09000 - Saude;86305;Ativa;Entidades sem fins lucrativos;Sim;0,6857;1,0000;1,0000;0,5964;0,5084;1;0,7807;Alto
09001 - Educacao;85503;Ativa;Entidades sem fins lucrativos;Sim;0,6954;1,0000;1,0000;0,6433;0,6859;0,898;0,8294;Moderado
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9562;0,8828;1,0000;0,5320;0,7286;1;0,8533;Moderado
10004 - Papel e Celulose;17320;Ativa;Entidades empresariais;Sim;0,9798;0,9999;0,9867;0,4928;0,9954;0,6909;0,9112;Muito Baixo
01000 - Instituicoes Financeiras e de Seguros;65111;Ativa;Entidades empresariais;Sim;0,9822;0,8828;0,9900;0,6404;0,7978;1;0,8847;Alto
10003 - Bens de Capital;27317;Ativa;Entidades empresariais;Sim;0,9084;0,5465;0,8422;0,6667;0,8702;0,8396;0,8039;Alto
07002 - Varejistas;47130;Ativa;Entidades empresariais;Sim;0,8314;0,9913;0,8544;0,6667;0,6247;0,9177;0,7872;Muito Alto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,7771;0,7905;0,9331;0,5000;0,6591;1;0,7816;Baixo
01000 - Instituicoes Financeiras e de Seguros;64361;Ativa;Entidades empresariais;Sim;0,9840;0,7888;0,9513;0,4444;0,8884;1;0,8704;Baixo
06001 - Producao e comercio agricola;88006;Ativa;Entidades sem fins lucrativos;Sim;0,9648;1,0000;0,9733;0,4444;0,9035;1;0,9045;Baixo
03004 - Construcao - Obras de Infra-estrutura;42111;Ativa;Entidades empresariais;Sim;0,9859;0,8387;0,9333;0,4444;0,9762;1;0,8979;Moderado
02004 - Fabricacao de Borracha;22293;Ativa;Entidades empresariais;Sim;1,0000;0,7378;0,9600;0,5556;0,9423;0,8776;0,8833;Baixo
05004 - Fabricacao e comercio de prod. de metal;25501;Ativa;Entidades empresariais;Sim;0,8110;0,7588;0,7735;0,6667;0,9053;0,8562;0,8126;Muito Alto
10003 - Bens de Capital;28224;Ativa;Entidades empresariais;Sim;0,9338;0,7255;0,8652;0,5556;0,8883;0,7793;0,8227;Moderado
09000 - Saude;86101;Ativa;Entidades empresariais;Sim;0,6844;0,9795;1,0000;0,6368;0,6849;0,8207;0,8172;Muito Alto
10004 - Papel e Celulose;17494;Ativa;Entidades empresariais;Sim;0,9949;0,9875;0,8448;0,6667;0,6489;0,868;0,8027;Baixo
10004 - Papel e Celulose;17109;Ativa;Entidades empresariais;Sim;0,7953;0,9810;0,9538;0,6667;0,8904;0,7175;0,8699;Muito Alto
10000 - Industria em Geral;32507;Ativa;Entidades empresariais;Sim;0,9822;0,9968;0,8900;0,6667;0,9172;0,7899;0,8879;Moderado
11001 - Clubes e Confederacoes;93123;Ativa;Entidades sem fins lucrativos;Sim;0,7021;0,9650;1,0000;0,4773;0,4513;0,9286;0,742;Alto
03002 - agua e Esgoto;36006;Ativa;Entidades empresariais;Sim;0,9427;0,9102;1,0000;0,5098;0,7085;1;0,847;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,9727;0,9988;1,0000;0,6667;0,9803;1;0,9579;Moderado
09001 - Educacao;85201;Ativa;Entidades sem fins lucrativos;Sim;0,6694;1,0000;1,0000;0,4444;0,6468;1;0,8054;Muito Baixo
09000 - Saude;86101;Ativa;Entidades sem fins lucrativos;Sim;0,7410;0,9963;1,0000;0,5714;0,6838;0,8079;0,8167;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;64336;Ativa;Entidades empresariais;Sim;0,9506;0,9981;0,9900;0,4444;0,9498;1;0,9214;Muito Alto
